,created_at,text,sentiment
913,2020-05-08 15:51:15+00:00,$AAPL took some 1/2 at 1.0. https://t.co/KnPX23IWoF,neutral
914,2020-05-04 14:42:33+00:00,"RT @barbara_doran1: Back on CNBC tomorrow (Tuesday, May 5) on Market Zone from 3:45-4:15pm EST to talk about where I think the stock market…",neutral
915,2020-06-06 14:41:27+00:00,"Not all toilet papers are created equal... 

#tushy 
#investing #investor #assets #dividends #fiat $KOL $spx $dji #silver $BTC $ETH $ETC $TSLA #gold 
#macroeconomics 
#bitcoin",neutral
916,2020-04-28 20:08:33+00:00,IMO $GOOG guide is going to be terrible on the call https://t.co/td2Bz0STaq,negative
917,2020-04-21 20:50:13+00:00,"04/21/2020 Market Recap $SPY $SPX $ES_F
https://t.co/qVwuAcsxbV",neutral
918,2020-06-30 13:04:48+00:00,"ya ya $Spx 3,400, spx 2,900, spx 2,600. i can call numbers too. crash this crash that, truth is, FEDS were able to get S&amp;P 500 to 3,100 without spending more than 5% of their intended use. just think what they can do if they really wanted to. stop fighting, follow fed + price.",negative
919,2020-05-31 16:05:08+00:00,"RT @danielnewmanUV: New @SixFivePodcast is live with @PatrickMoorhead and I.
This week we dive into:
1. @Microsoft BUILD
2. @HPE #Earnings…",neutral
920,2020-07-08 20:34:09+00:00,"RT @ManiaMarkets: Perf YTD:

Gold miner ETF beats Tech faves &amp; Apple in 2020

$QQQ 20.70%
$AAPL 26.92%
$GDX  28.86%
$PAAS 27.14%
$AUY   40%",neutral
921,2020-07-15 06:07:18+00:00,"RT @Coolfundoo: STARglowing_starStocks &amp; My Screening Techniques 
Data as of 12Jul2020

10 &amp; 9glowing_starStocks 

@Coolfundoo Screeners Techniques = Screener Na…",neutral
922,2020-06-05 10:09:47+00:00,RT @BullPennyTrader: $VISL should be interesting tomorrow. Anyone else swinging it? 9 more days to go for NASDAQ compliance. I think this j…,positive
923,2020-07-08 13:10:22+00:00,"Mercury Time-Price Analytics: Daily Algo Bull-Bear Pivots

7-8-20
ES $3144.18
NQ $10556
$SPY $314.45
$QQQ $257.55
$AAPL $374.43
$MSFT $209.81
$JPM $92.89
$XLF $23.00
30 YR Bond 178'30
Crude $40.52

https://t.co/QSS6ySABdL

$SPX #StockMarket #DayTrading #ES_F #stocks #crude #bonds",neutral
924,2020-06-14 00:24:56+00:00,"@FizeekMoney yup exactly. $SPX is going into the Abyss, it’s just a matter of when. $BTC is stuck between an organic bullish market cycle &amp; global headwinds from dwindling $USD liquidity in the remnants of the Corporate Globalist regime. take a look at $HYG !",positive
925,2020-06-01 10:52:14+00:00,RT @BioStocks: $MRK $AZN LYNPARZA Receives Positive Opinion from EU CHMP for First-Line Maintenance Treatment of Patients with Germline BRC…,positive
926,2020-06-08 13:06:25+00:00,@cnbc #stocks it's simple Cramer stocks sold off because people wanted liquidity then when the coast was clear they bought back in. And those of us lower income where able to buy in because of covid.,positive
927,2020-07-06 02:37:32+00:00,Soft Start Anticipated For Indonesia Stock Market https://t.co/Xw5Z8auWPC #stocks #trading #rttnews https://t.co/IgMnMqyHwA,neutral
928,2020-07-13 00:55:11+00:00,"RT @MauriceOnTW: $RHHBY ($ONCE)

Updated Data on SPK-8011 from Phase 1/2 Clinical Trial in Hemophilia A at #ISTH2020
https://t.co/HuRwNWktD…",neutral
929,2020-06-09 16:50:10+00:00,"$NAKD $NIO $MIST $IDEX There  #WARZONESCRIPT a top favorite among our clients. A ribbon wil populate and identify some of the most important SUPPORT/RESISTANCE zones 

Visit us at
https://t.co/A33UxhgoRb

#trading #stocks $IZEA $DGLY $NIO $NAKD $IDEX $IMRN $MIST $SPY $TVIX $SOLO https://t.co/tLwcfaXU7i",positive
930,2020-04-29 20:21:23+00:00,"RT @CNBCClosingBell: MICROSOFT EARNINGS:
- Revs. Beat $35.02B vs. $33.66B Est.
- EPS Beats $1.40 vs. $1.26 Est.
$MSFT https://t.co/n7C7ZIRP…",neutral
931,2020-06-24 19:17:21+00:00,I was long $SPX for a bounce but was this last 2 hours .  I’m out .  Peace https://t.co/xYOY1fsfA7,positive
932,2020-06-30 17:23:28+00:00,"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007789):

https://t.co/AaOQbVGVQb",neutral
933,2020-06-17 18:21:40+00:00,Kind of cool to have one full share of Honda' stock. Its a small step but one I hope to build on long term with my portfolio. #stocks,positive
934,2020-05-28 17:48:15+00:00,$SPY $SPX Nice breakout! https://t.co/z6CbFtZwZi,positive
935,2020-07-07 16:44:18+00:00,"Date : 07/07/2020
Time :  12:42 PM
Ticker : $BAC
Exp :  07/17/20
Strike :23
Spot : 23.05
Contracts : 1000 @ 0.80
Premium : $80K
Type : SWEEP
  #trading #inversion  #Nasdaq
#COVID19 #stocks #Fed $ROKU $AMZN $APPLE $SQ $SPY",neutral
936,2020-07-13 13:35:46+00:00,Buy the Dip replaced with plain old FOMO - pick faves and set stops. Tech still rules to day. Dow up one percent but Nasdaq still the tell &amp; up 1.25%. FAANG &amp; Friends intra-sector rotation= All in the green as $SQ leads (rebound off selloff last week) while $MSFT lags the group,positive
937,2020-06-24 12:06:52+00:00,"For all those who also invest long term, put away some shares of $JNJ. I promise you this will bring rewards by the end of the year. $MNRA strong hold as well but get out of $INO soon as it will peak, and they will lose the race",positive
938,2020-04-09 18:54:31+00:00,"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow 

Kp an eye on retracement **possibly** to 2740-ish $SPX…",neutral
939,2020-06-04 17:32:08+00:00,Awesome trade on $INO and $BAC!,positive
940,2020-07-02 00:04:29+00:00,"RT @stoxline: #AMEX Top 100 Volume Leaders
#SP500 SPDR ( $SPY) Strong Buy
#Zomedica Pharmaceuticals ( $ZOM) Sell
S&amp;P 500 Financials #SPDR (…",positive
941,2020-04-20 14:53:58+00:00,"BOOKED @ 24010

Follow me for the Real Time Live trading signals 

#forexsignal #forexsignals #trading #forextrading #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus #COVID19",neutral
942,2020-06-19 16:56:32+00:00,"$SPY Long: Lost on this one.

Today is Friday, I could have not taken any trade.

-$1000 on $SPX calls &amp;
-$460 on /MES.

#TW0E #DayTrading #SPY https://t.co/tTWppHLY9N https://t.co/hHzQadJ6NE",negative
943,2020-04-28 16:01:48+00:00,"Did you know that required minimum distributions from an IRA or 401(k) account have been suspended for 2020? Retirement savers won’t be forced to make withdrawals from their plans in the midst of a bear market. #stocks #markets @StegentEquity Stegent Equity Advisors, Inc https://t.co/RDBcYgEP42",negative
944,2020-04-17 22:10:20+00:00,"RT @elerianm: Thanks.
With #Ford downgraded to junk on March 25, this fuels the debate on whether/how the #Fed should buy #HighYield #bonds…",negative
945,2020-06-05 05:23:08+00:00,RT @Sandro_power: This market is tough but we will wait for confirmation $AAPL has not been able to confirm my rules a good reason why this…,positive
946,2020-07-10 05:12:36+00:00,"$AMD $NVDA $TSLA $NDX $SPY $AAPL $BABA $NFLX $ROKU $BA $COST $MCD $WMT $FB $VIX $ES $DKNG $ADBE
Click here to get instant updates and free trials. Join the link to https://t.co/USlOOzZoZk https://t.co/IOv4bn5M45",neutral
947,2020-07-14 00:02:24+00:00,Just found the narrative that killed today's rally. Thaaaaanks Callie..... #stocks #lol https://t.co/dh0XXSgTlt,positive
948,2020-04-24 14:37:31+00:00,Martin Midstream Partners L.P. $MMLP to Issue Quarterly Dividend of $0.06 https://t.co/PdpUHiP8RV #stocks,neutral
949,2020-06-01 17:51:55+00:00,RT @dhovekamp42: @THETECHNICIAN84 $ADAP IPO $17 PT will be easy to do should $GSK / $MRK report favourable first data at #ASCO2020 from its…,positive
950,2020-06-08 18:42:55+00:00,"“Gratitude leads to optimism, and a positive attitude is 90% of the game.”  — @LindaRaschke

 #stocks",positive
951,2020-06-17 01:06:58+00:00,"RT @TriggerTrades: Levels bar_chart Notes memo Trends chart_increasing

$SPY $SPX #ES_F

Last post, I projected a bounce early in the week calendar to 3132 to complete wave…",neutral
952,2020-05-09 19:47:03+00:00,$CLF #Cleveland-Cliffs Cleveland-Cliffs Inc.: | https://t.co/2DpXAqiwIo #equity #stocks https://t.co/POyEQOttrS,neutral
953,2020-06-01 20:51:35+00:00,"RT @FOREXcom: Market wrap:
- US equities edged higher on the day: $DJIA +0.4%, $SPX +0.4%
- #Gold and #WTI Crude #Oil were both essentially…",negative
954,2020-06-10 01:30:01+00:00,"$denn We have detected a noticeable rise in the Zeitgeist for Denny's Corporation at  https://t.co/olLXHuVP6n
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 101269",positive
955,2020-04-22 22:56:59+00:00,"RT @ecommerceshares: $SNAP In the last nine quarters (2018-YTD), Snap has issued 260m shares to employees (22%). That’s $4.2bn in new share…",positive
956,2020-06-18 20:50:59+00:00,"RT @FrankieSoo_Logo: Abstract Bull Logo for Sale
https://t.co/m4e85RYQ2s

#abstract #animal #bull #beef #brand #capital #design #dynamic #e…",positive
957,2020-07-10 13:23:32+00:00,@RichLightShed $GOOG needs to buy $ROKU - get off their wallet and do something useful.,positive
958,2020-06-29 20:26:58+00:00,"Big names ditching $fb doesn't matter, out of control employment doesn't matter, fraud doesn't matter, profitability doesn't matter, people dying doesn't matter. Nothing matters, stocks only go up, just buy buy buy!!! $spy",positive
959,2020-06-30 17:49:03+00:00,the divergence trade played out as expected.#stockmarket #stocks #investing #trading #investment #finance  #wallstreet #daytrader #darkpool #blocktrades https://t.co/8fOfHPWRgj,positive
960,2020-06-05 11:50:06+00:00,RT @CNBC: Buy Disney shares with 'both hands' if it reaches this key level: Miller Tabak $DIS (via @TradingNation) https://t.co/TcRit7KFWx,positive
961,2020-05-08 19:41:17+00:00,$SPX April 30th high taken out,positive
962,2020-06-23 14:22:03+00:00,Stocks Climb on Positive Economic Data #SP500 #index #MarketScreener https://t.co/FbcYeobWIk https://t.co/e7SIStqvGt,positive
963,2020-04-20 03:55:45+00:00,RT @saxena_puru: 2) Both of the prior two *secular bear-markets* lasted for 13-14 years (1968-1982 and 2000-2013) and both of the prior two…,neutral
964,2020-04-24 10:30:02+00:00,https://t.co/IQibAx8Lo8 #sell balmer lawrie &amp; co. ltd. at Rs.101.80 #BALMLAWRIE #FinTech #MachineLearning  #stocks #trading #India #charts #ML #AI https://t.co/DSvh69YnLZ,neutral
965,2020-04-16 22:59:24+00:00,Canada Goose Holdings Inc $GOOS Given Consensus Rating of “Buy” by Brokerages https://t.co/x5LeZOznur #stocks,positive
966,2020-04-13 14:24:05+00:00,"RT @MacroCharts: U.S. Economic Uncertainty Index.

History being made: highest spike of all time (35 years of data).

Prior historic spikes…",positive
967,2020-06-13 13:38:02+00:00,"RT @SeekingAlpha: $AAPL $ADS $ALGN - Stocks To Watch: Spotlight On EVs, Shipping And Hertz. https://t.co/ugbX7XfrRV #stockmarket #economy #…",neutral
968,2020-06-30 17:12:15+00:00,$UVXY making a comeback and $AAPL dumping up 3 points in that now https://t.co/sgB7kbi6D1,negative
969,2020-07-06 19:15:05+00:00,"Lumentum Holdings, Inc (LITE) is the #MarketMover of the day https://t.co/IsZ7NDrWyR $LITE #Stocks https://t.co/3eVTg4jy32",positive
970,2020-06-08 10:56:41+00:00,Apache Co. $APA Given Consensus Rating of “Hold” by Analysts https://t.co/ahyp2cxFKb #stocks,neutral
971,2020-06-10 13:55:50+00:00,"RT @Investingcom: *AMAZON SHARES RALLY TO HIGHEST LEVEL ON RECORD, LAST UP 2.1% AT $2,656

*AMAZON SHARES ARE UP ALMOST 35% IN 2020

$AMZN…",positive
972,2020-07-09 14:30:54+00:00,RT @AlertTrade: #algotrading #algotrade $SPX $SPY $AMZN $AAPL $FB $SHOP $NVDA $GOOGL $PAYX $ASPU $SMPL $WBA $BBBY $LEVI $SGH $MSM $HELE $AZ…,neutral
973,2020-04-27 15:46:58+00:00,"RT @JerryCap: ""They can initiate an order by texting “Hi” to +91-8850008000, which prompts a link that opens a mini store on the browser, a…",neutral
974,2020-05-03 05:20:13+00:00,"Despite the significant decline last Thursday and Friday, the upward trend of the S&amp;P 500 is still intact. Only a significant drop below the last low (T2) at 2722 points would end the upward trend.
#sp500 #stockmarkets #bullmarkets #StockMarketCrash2020 https://t.co/5D7uYbTya9",negative
975,2020-04-19 12:41:05+00:00,"High Risk $ABBV Walks Away From #Allergan 

$aapl $amzn $agn $brk $bhc $ba $cat $ge $gm $hlf $iep $crm $cmg $googl $jnj $wfc $bac $ms $gs $jpm $c $cs $msft $nflx $fb $tst $qsr $hd $tsla $ko $ibm $pep $mnst $abbv $pfe https://t.co/AmOkTdTVFQ",negative
976,2020-05-03 01:50:52+00:00,"RT @realmaxkeiser: A few Buffett facts: 

$AMZN too late 
$AAPL too late 
Airlines - Stock buybacks are criminal 
$WFC - Condoned millions…",negative
977,2020-05-05 14:48:05+00:00,$AAPL 17-Jun-22 380 Calls Traded 381 times for $1 Million in premium. https://t.co/G0HqlxrpZ9 https://t.co/klP4lppe84,neutral
978,2020-06-15 23:28:04+00:00,"@LennyIce Interesting. My instinct was: to be on page 1 or 2, you have to pay the toll man (the 'e-tailer') via marketing spend. $AMZN can execute pieces of $GOOGL playbook over time. Related, I always found it odd the discrepancy between Europe vs. USA in terms of private label adoption.",negative
979,2020-07-08 11:11:39+00:00,"RT @MacroCharts: Fascinating chart from GS:

Due in part to the speed of the rally, the relationship between $SPX returns and the relative…",positive
980,2020-04-29 18:49:44+00:00,Microsoft to Post Q3 Earnings: Is Cloud the Saving Grace? $MSFT https://t.co/oxbNN9shpP,neutral
981,2020-07-15 12:02:41+00:00,"RT @NorthmanTrader: Each vaccine optimism headline is worth 1% on $ES.
There are 150 vaccine studies. 
That should get us to $SPX 5000 by t…",positive
982,2020-04-14 08:17:25+00:00,Pfizer $PFE Rating Lowered to Hold at Zacks Investment Research https://t.co/pcY3cGNjz2,negative
983,2020-05-09 20:42:28+00:00,RT @SeekingAlpha: $XLE - XLE Weekly: Re-Test Of Key Resistance Holds As Relief Rally Stalls. https://t.co/6hJbBWhGp1 #stocks #markets #fina…,positive
984,2020-07-08 16:35:01+00:00,$FB gave some nice buying opportunities below 238 this morning. I love it when bad news makes a good stock sell off.,positive
985,2020-04-19 17:36:20+00:00,"RT @theanimal23: My holdings in my IRA:
$ROKU, $AYX, $FSLY, $TTD, $SHOP, $VEEV, $FIVN, $CRWD, $PINS, $DDOG, $MDB, $COUP, $AMZN, $MSFT, $NVD…",neutral
986,2020-07-02 19:07:47+00:00,"#JPMorgan Chase $JPM Has A Good  #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/Gr3YvQytXq https://t.co/pV0VogSUeq",positive
987,2020-06-23 15:42:23+00:00,"red_circle#Stocks making the biggest moves midday: ⁦@Apple⁩ , #Penn National Gaming, ⁦@Spotify⁩ @CNBC https://t.co/B2Okgg7RDI",neutral
988,2020-04-09 03:59:33+00:00,Wells Fargo &amp; Co Reiterates “Buy” Rating for Abbott Laboratories $ABT https://t.co/aaGdMCBO68 #stocks,positive
989,2020-04-17 04:47:10+00:00,RT @AdamMancini4: We're coiled very tight now in $SPX and price looks to be waiting for a catalyst. The triangle in my below chart is well…,positive
990,2020-07-15 01:07:19+00:00,$UNH 17-Jul-20 ATM Implied Volatility is up +10.7% to 48.1. Straddle Implies a Move of ±4.2%. Earnings Jul 15 BMO. https://t.co/wvnSfNF68U,negative
991,2020-07-13 15:04:52+00:00,"RT @Madison89421615: $GOLD / $SILVER 50MA Bounce (Weekly)

$work $docu $okta $msft $aapl $fb $amzn $nflx $googl $spot $twlo $twtr $uber $ly…",positive
992,2020-05-03 20:21:48+00:00,"RT @YellowFringeUS: BREAKING: Buying Airline! Saying One Thing To Shareholders Then 
Buying Airline.. Hmmm 

With Stocks Plunging, Is Now W…",positive
993,2020-06-17 10:01:47+00:00,"RT @Lakshmi_888: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $RTY $RUT #DAX #FTSE $NQ #NQ 

Watching 2 upper blue…",neutral
994,2020-06-08 14:40:02+00:00,"$zion We have detected a noticeable rise in the Zeitgeist for Zions Bancorporation, N.A. at  https://t.co/odDXHRLnwL
Visit DataSwarm Markets for more information
#STOCKS #NASDAQ
DataSwarm ref: 101065",positive
995,2020-05-29 07:39:11+00:00,"GlobalData Plc - Tecpetrol SA - Strategic SWOT Analysis Review: Tecpetrol SA - Strategic SWOT Analysis Review provides a comprehensive insight into the company’s history, corporate strategy, business structure and operations. The report… https://t.co/exfPi2wMIF #equity #stocks https://t.co/v4S7aT06CV",neutral
996,2020-06-26 13:20:24+00:00,"RT @SharpStreetCap: Not liking the price action here on $SPX

Would be very wary If your long watch out, If $3055 is lost could easily test…",positive
997,2020-07-13 18:30:22+00:00,"Today's purchases in my TFSA with @Questrade. No commission ETF purchases means I can buy any amount I want and not worry about fees.

#stocks #etfs #personalfinance https://t.co/obDzdlnt0l",positive
998,2020-06-30 10:34:43+00:00,$KTOV $MRK collaboration confirmed! Big surge in PM,positive
999,2020-04-28 11:41:30+00:00,"TIP OF THE DAY: Trading is all about the price, nothing else. The rest is just unnecessary noise. Price is the only real truth that you can rely on! #trading #price #tipoftheday #JSE #stocks #shares",positive
1000,2020-05-08 20:30:15+00:00,RT @RenMacLLC: Will the next 5% in the $SPX be?,neutral
1001,2020-07-01 07:19:51+00:00,"RT @Goose_Trading: $OBSV (Current Price: 5.75) (Float: 31.716M)
ObsEva and Yuyuan BioScience Technology Announce Submission of the  Pre-IND…",neutral
1002,2020-04-26 17:47:08+00:00,"US Stocks At 5-Day High [24-Apr]:

$DJIA: 33% ⇧ ► https://t.co/YgRteIQKca
$SPX:  44% ⇧ ► https://t.co/DqmNkSEm1j
$MID:  51% ⇧ ► https://t.co/qt5HiYg2vw
$SML:  43% ⇧ ► https://t.co/cW4c3xvv0r

https://t.co/4b93yYPrfh",neutral
1003,2020-04-17 04:44:12+00:00,"Insider Selling: Yext Inc $YEXT CTO Sells 2,500 Shares of Stock https://t.co/wxyvqmaGL9 #stocks",negative
1004,2020-05-07 17:21:10+00:00,Investors Buy High Volume of American Water Works Put Options $AWK https://t.co/znbZw8ptx4 #stocks,positive
1005,2020-07-15 03:34:39+00:00,RT @TheOptionGuys: Some of our subscribers and admins gains!! Join using link in the bio! General members pay nothing! Subscribers pay $50…,positive
1006,2020-07-16 15:18:13+00:00,Wells Fargo &amp; Co Increases Twilio $TWLO Price Target to $250.00 https://t.co/Eh2YCz2Lza #stocks,positive
1007,2020-04-17 04:34:55+00:00,"$SPX #futures are up 3%+, suggesting the potential for another strong #market day tomorrow. The bullish 1962 analog identified on 3/24 continues to perform as hoped. 

#SPX $COMPQ #QQQ $QQQ $SPY #SPY #investing #coronavirus #COVID19 #stocks #economy #recession $IWM $DIA #STONKS https://t.co/G0unyaxjp5",positive
1008,2020-06-30 14:12:24+00:00,"RT @tradertvshawn: Feeling #savage here with this $AAPL scalp!!  LETS GO!!!!

#stocks #trading #market #trader #markets #nasdaq #nyse #dayt…",positive
1009,2020-06-18 10:10:33+00:00,"$AWOX #AwoX SA AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us.: AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us. Capitalize… https://t.co/NcvCz8eqQQ #equity #stocks https://t.co/iR1S9w2ewA",positive
1010,2020-07-13 18:55:48+00:00,RT @Sandro_power: $AAPL $GOOGL we made good gains following the rules not as much as we wanted to but good gains with skill. If you want to…,positive
1011,2020-07-07 20:45:22+00:00,"CANCEL DEUTSCHE BANK $DB NOW! = #CHOMOBANK

REAL #AMERICANS BANK #USA 
$GOLD $JPM $GS $BAC $C $MS

$wmt $cvs $fb $aapl $nflx $googl $amzn $ibb $eem $pg $t $jnj $z $botz $msft $lulu $ibm $tsla $crm $pep $f $ge $pton $hd $jnj $cat $vix $xlf $mkc $rl $tgt $a

https://t.co/VxlYxnIDi7",negative
1012,2020-07-15 17:31:49+00:00,"RT @bti_trading: $EGO $GTBIF $PMAH
Latest signals given by our algorithm on these stocks on our 1-hour charts.
Join the winning team BTI Ma…",positive
1013,2020-04-26 09:07:33+00:00,"@CN_wire LOL, that sounds like a court drama in the TV series.🤪

Li posted these in Dangdang's office and declare a war to his wife, Yu Yu(俞渝).

By the way, Yu was the founder too. She declined the merge plan from Amazon.
$Dang $AMZN #当当 #LiGuoqing #李国庆 https://t.co/KOOzFxkWz5",neutral
1014,2020-06-03 10:02:27+00:00,"#KEC 233 15% RETURN SO FAR

ENJOY HAPPY INVESTING

SUSTAINING 233 CAN HEAD TOWARDS 250

#TECHNICALANALYSIS #STOCKS #STOCKMARKET #NIFTY #INVESTMENTS https://t.co/E5eCHjwCkE",positive
1015,2020-07-08 16:25:01+00:00,"2020 First Half Portfolio Review (+19.4% Vs. -13.6% Russell 2K)

#StockMarket #Economics $SPX $SPY
https://t.co/JLKLJYQIgh",neutral
1016,2020-05-28 11:24:02+00:00,"Closed at 38.60 after touching 40 , ard 39.95. Lets c tom. #trading #nifty #stocks #bankofbaroda #investing",negative
1017,2020-07-11 00:30:04+00:00,"RT @MinteractApp: Friday's Top Flow in #industrial sector, Buy Flow &amp; Sell Flow $BA $CAT $CSX $FDX $GD $HON $FAST $LUV $WM $EFX $NOC $GE $P…",positive
1018,2020-07-13 14:55:45+00:00,"@JustinPulitzer $AAPL, Still early, but looking for a look above and fail at the 161.8 fib extension at 398.05 of the previous Feb. high to the March low.",negative
1019,2020-04-18 16:04:01+00:00,"RT @11Graphs: ★☆ #Stocks ☆★

(7/9)
Least expensive by EV to EBITDA:
1. 🇺🇸 BIOGEN $BIIB: 7.6x
2. 🇺🇸 GENERAL ELECTRIC $GE: 7.9x
3. 🇺🇸 CATERPI…",neutral
1020,2020-07-14 13:01:20+00:00,"$AAPL
Twitter Sentiment on 13 Jul 2020 was:
▒ Positive 39.1% █ Negative 10.3% ░ Neutral 50.6%
▒▒▒▒▒▒▒▒██░░░░░░░░░░",neutral
1021,2020-07-13 13:04:58+00:00,No one is going to upgrade $PEP !?,negative
1022,2020-04-16 13:03:24+00:00,"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform",positive
1023,2020-04-09 02:23:18+00:00,"#germany issuing €130.5b in 7 &amp; 15-yr #bonds; via syndication instead of auctions
pushpincurrent #german YC isnt so great looking w/ 7yr at -0.47% &amp; 15yr at 0.19%, gotta hope #forex $EUR swings in ur favor or that ylds grind lower to make $$

#investment #stocks #economy #investments https://t.co/CqkoasKsyD",positive
1024,2020-04-12 19:17:31+00:00,"RT @SystematiCK_: “I tried to detect those stocks that resisted the decline. I reasoned that if they could swim against the stream, they we…",negative
1025,2020-04-18 03:50:58+00:00,"1900 PIPS Profit so farfirefire

For free signals, Join https://t.co/TRxnnWzlqf

#audjpy #METATRADER #forexsignals #amzn #MT5 #GBPUSD #usoil #stocks #Forex #MT4 #fx #EURJPY #ForexAnalysis $BTC #bitcoin #ForexGroup #forexnews #GBPAUD 99130 https://t.co/UAXeIoVvzO",positive
1026,2020-07-02 08:31:01+00:00,Stock markets across the world have rallied today as investors anticipate a strong US jobs report. #invest #stocks #US #UK #eurozone #holborn https://t.co/j3IG19to8P,positive
1027,2020-04-12 15:26:09+00:00,$WOR #Stocks #StockMarket #WorthingtonIndustries issued Q3 EPS on https://t.co/savSNU1XbB  https://t.co/JbweOBu6JG,neutral
1028,2020-04-15 12:22:38+00:00,@AdamMancini4 I’m seeing 2650 as a zone of support for $SPX.  What are your thoughts?,neutral
1029,2020-06-14 06:50:09+00:00,RT @ManchesterUtd81: @EnronChairman @WillRayValentin @EnergyCynic $NOG isn't in the list cause its AAA like $CVX https://t.co/X97taAoX6i,neutral
1030,2020-06-24 19:01:15+00:00,"RT @DeItaOne: **APPLE TO RE-CLOSE 7 STORES IN HOUSTON, TX ON COVID-19 SPIKE
$AAPL",negative
1031,2020-04-09 23:57:05+00:00,3 Surprisingly Controversial Stocks in Donald Trump's Portfolio @themotleyfool #stocks $GILD $MO https://t.co/d9hlJnSRN3,negative
1032,2020-07-05 10:13:45+00:00,RT @SeekingAlpha: $F - Ford: A Cheap Stock With High Liquidity Brings Opportunity. https://t.co/KES63dU5FW #finance #stocks #economy,positive
1033,2020-04-22 01:05:12+00:00,"RT @TicTocTick: Free trade plan:

1. Look for shortings below 2762, target 2554

2. Above 2762, buys targets 2815

Now 2732

$SPX $NDX #ES_…",negative
1034,2020-05-28 14:15:43+00:00,Bullish call option flow in $FB. This could break out if it rallies above $230,positive
1035,2020-06-30 21:07:53+00:00,RT @GerberKawasaki: This made my day. Tesla is bigger than Exxon! I LOVE IT! $XOM $TSLA https://t.co/WVrLaVRz2z,positive
1036,2020-05-28 15:58:50+00:00,"Support becomes resistance for $aapl.  When this puppy gives, look out below https://t.co/bH7MnavdjA",negative
1037,2020-05-05 23:30:59+00:00,"New 6-Month Lows (Top 10): $HTZ -16.160%, $SHIP -10.970%, $JCP -10.910%, $EVC -10.670%, $RESI -9.380%, $MAGS -9.120%, $SMHI -8.100%, $HJV -6.770%, $GTYH -6.540%, $SBLK -6.370%
 #stocks #stockmarket #stockstowatch https://t.co/qdE4BxCrA5",negative
1038,2020-04-29 20:43:23+00:00,https://t.co/gyCmwHFgux $FB release.,neutral
1039,2020-05-05 12:00:07+00:00,"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP",positive
1040,2020-06-11 14:59:30+00:00,"Yo this is fake right, lol... stinky breadth today on 

#stockmarkets   $SPY $IWM $DIA $QQQ $SPX #SPX500 https://t.co/ETNuxJ6ctw",negative
1041,2020-06-10 08:47:13+00:00,"RT @gvkreddi: Big Bull's portfolio, after being down by 28% in the last quarter ending Mar 2020, is up 12% in this quarter, with some new a…",positive
1042,2020-04-09 15:19:46+00:00,"RT @ShellCapital: INVESTOR SENTIMENT STOCK MARKET POLL:

How do you believe the stock market will close today?
 #SPX #SPX500 #SPX500USD $SP…",neutral
1043,2020-05-08 18:58:26+00:00,"Another great week 

We hit the #BleachBowl - $CLX right into 204 closing off run from 185, swung some lotto puts as a kicker 🧼

$IWM a well-sizes double from 123.90 

$DIS another killer week after Hedge helped you fend off the analyst garbage 
- looks like lots more to come",positive
1044,2020-07-14 22:28:04+00:00,"RT @WingGirlTrade: SWING TRADING in this unbelievably good market

Highly recommend this FREE ""Swing Trading Strategy"" ebook from the profe…",positive
1045,2020-06-28 16:22:01+00:00,IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions. #idex #IDEXFAMILY #stocks #gnus https://t.co/GcPkhaB0Q5,negative
1046,2020-04-12 06:34:13+00:00,"Zacks: Brokerages Expect ADTRAN, Inc. $ADTN Will Post Quarterly Sales of $111.05 Million https://t.co/R07JMQmu0k #stocks",neutral
1047,2020-07-09 11:30:57+00:00,"Hearing a lot about how frothy the markets are, so I did some quick valuation work on my portfolio.

EV/Sales of each business I own:

$SQ - 11.3
$SPOT - 6.1
$ROKU - 12.9
$MTCH - 13.6
$MA - 17.8
$SMLR - 7.9
$EA - 6.3
$AYX - 26.3
$LVGO - 44.1

Price appreciation ≠ overvaluation",neutral
